Date,Flow_m3/s
01/05/2013,93.0852
01/06/2013,69.156
01/07/2013,57.71772
01/08/2013,42.69312
01/09/2013,49.91472
01/10/2013,52.479
01/11/2013,75.7656
01/12/2013,74.4192
01/01/2014,47.63196
01/02/2014,39.3822
01/03/2014,57.18528
01/04/2014,61.9956
01/05/2014,66.402
01/06/2014,83.1096
01/07/2014,50.89392
01/08/2014,78.7032
01/09/2014,60.18408
01/10/2014,52.68096
01/11/2014,60.71652
01/12/2014,69.8292
01/01/2015,15.92032
01/02/2015,8.27344
01/03/2015,11.6056
01/04/2015,69.6336
01/05/2015,63.4392
01/06/2015,55.1444
01/07/2015,33.08308
01/08/2015,19.39844
01/09/2015,29.55868
01/10/2015,32.7164
01/11/2015,59.8792
01/12/2015,70.3456
01/01/2016,40.762
01/02/2016,22.56684
01/03/2016,28.5334
01/04/2016,93.7704
01/05/2016,77.1096
01/06/2016,34.6566
01/07/2016,29.57648
01/08/2016,23.3714
01/09/2016,16.53264
01/10/2016,18.48708
01/11/2016,27.96736
01/12/2016,18.02784
01/01/2017,7.7074
01/02/2017,18.37316
01/03/2017,20.8616
01/04/2017,35.8492
01/05/2017,58.6332
01/06/2017,33.67048
01/07/2017,43.3608
01/08/2017,32.77336
01/09/2017,35.37216
01/10/2017,31.7552
01/11/2017,43.432
01/12/2017,32.31412
01/01/2018,17.15208
01/02/2018,7.57568
01/03/2018,45.4612
01/04/2018,87.0064
01/05/2018,77.8572
01/06/2018,56.4972
01/07/2018,43.076
01/08/2018,28.65088
01/09/2018,23.5138
01/10/2018,39.9432
01/11/2018,40.3704
01/12/2018,51.6556
01/01/2019,20.71564
01/02/2019,14.21152
01/03/2019,20.74768
01/04/2019,31.72672
01/05/2019,38.5192
01/06/2019,42.6132
01/07/2019,44.9628
01/08/2019,25.05528
01/09/2019,27.9816
01/10/2019,62.834
01/11/2019,70.1676
01/12/2019,112.2468
01/01/2020,62.2644
01/02/2020,47.2768
01/03/2020,85.796
01/04/2020,82.0224
01/05/2020,70.2032
01/06/2020,56.2124
01/07/2020,52.6168
01/08/2020,35.9916
01/09/2020,44.9272
01/10/2020,64.3648
01/11/2020,143.8952
01/12/2020,68.3876
01/01/2021,44.3932
01/02/2021,37.914
01/03/2021,32.02576
01/04/2021,96.3692
01/05/2021,90.1392
01/06/2021,45.2476
01/07/2021,35.7424
01/08/2021,34.532
01/09/2021,40.05
01/10/2021,34.21516
01/11/2021,36.3832
01/12/2021,26.7356
01/01/2022,40.1568
01/02/2022,62.6916
01/03/2022,51.5844
01/04/2022,61.3744
01/05/2022,67.284
01/06/2022,48.8432
01/07/2022,30.35612
01/08/2022,58.74
01/09/2022,41.2604
01/10/2022,31.3814
01/11/2022,52.6524
01/12/2022,100.1428
01/01/2023,36.9528
01/02/2023,17.6932
01/03/2023,52.0828
01/04/2023,83.4108
01/05/2023,65.86
01/06/2023,58.1704
01/07/2023,41.9368
01/08/2023,33.20768
01/09/2023,52.4744
01/10/2023,43.8592
01/11/2023,81.9156
01/12/2023,57.9568
