Date,Flow_m3/s
01/12/2019,16.7219
01/01/2020,16.0303
01/02/2020,13.7617
01/03/2020,14.4514
01/04/2020,14.3051
01/05/2020,13.0739
01/06/2020,8.5975
01/07/2020,4.1705
01/08/2020,0.79306
01/09/2020,0.34143
01/10/2020,0.61142
01/11/2020,6.3384
01/12/2020,8.322
01/01/2021,8.9528
01/02/2021,7.4727
01/03/2021,5.3656
01/04/2021,5.7798
01/05/2021,6.1921
01/06/2021,4.5942
01/07/2021,1.62089
01/08/2021,0.32661
01/09/2021,0.85272
01/10/2021,0.48355
01/11/2021,2.3674
01/12/2021,4.1287
01/01/2022,6.251
01/02/2022,7.1041
01/03/2022,6.0173
01/04/2022,5.7893
01/05/2022,6.3802
01/06/2022,4.5258
01/07/2022,1.50499
01/08/2022,0.70813
01/09/2022,0.37677
01/10/2022,0.30533
01/11/2022,3.2813
01/12/2022,5.947
01/01/2023,6.688
01/02/2023,4.6208
01/03/2023,7.1478
01/04/2023,12.8345
01/05/2023,10.3151
01/06/2023,6.2909
01/07/2023,2.5194
01/08/2023,0.37525
01/09/2023,0.2432
01/10/2023,0.4332
01/11/2023,5.8159
01/12/2023,8.1909
