Date,Flow_m3/s
01/01/2020,11.5566
01/02/2020,9.4044
01/03/2020,12.3182
01/04/2020,14.926
01/05/2020,14.246
01/06/2020,10.9038
01/07/2020,9.0576
01/08/2020,6.3036
01/09/2020,8.7754
01/10/2020,8.8978
01/11/2020,16.3608
01/12/2020,7.5412
01/01/2021,6.7252
01/02/2021,5.5386
01/03/2021,4.3248
01/04/2021,8.5612
01/05/2021,13.4742
01/06/2021,5.9262
01/07/2021,9.5302
01/08/2021,3.8862
01/09/2021,8.2416
01/10/2021,6.2254
01/11/2021,3.9066
01/12/2021,3.05218
01/01/2022,4.8314
01/02/2022,8.9386
01/03/2022,6.7354
01/04/2022,7.9696
01/05/2022,11.9714
01/06/2022,7.2794
01/07/2022,6.6028
01/08/2022,7.463
01/09/2022,8.2212
01/10/2022,6.6232
01/11/2022,10.5094
01/12/2022,8.381
01/01/2023,4.1004
01/02/2023,1.54156
01/03/2023,2.58468
01/04/2023,8.6768
01/05/2023,13.2974
01/06/2023,7.3236
01/07/2023,5.3686
01/08/2023,3.4986
01/09/2023,8.7856
01/10/2023,6.1302
01/11/2023,13.4844
01/12/2023,7.5378
